Current_Customer,CompanyID,Founded_Year,Company_HQ_Phone,Fax,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
N,344351047,1973,(832) 813-6500,,330424,$250 mil. - $500 mil.,19825,3304,11234,10332,5930,Employees.5000to9999,4.3,4.3,8222,8221,82;822;8222;8221,611310,611210,61;611;6113;61131;611310;6112;61121;611210,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,18070,Private,B2B,Yes,8-Jun-23,0,0,,,,,The Woodlands,Texas,77381,United States,21,
N,1967792,1981,(214) 445-1000,,1360183,$1 bil. - $5 bil.,165942,13601,27203,5702,4000,Employees.1000to4999,0,0,8742,8732,58;581;5812;73;738;7389;731;7311;737;7371;87;874;8742;873;8732,541910,541890,54;541;5418;54189;541890;5415;54151;541519;5416;54161;541613;541511;54181;541810;51;518;5182;51821;518210;5419;54191;541910,Business Services,Advertising & Marketing,Business Services,Advertising & Marketing;Custom Software & IT Services;Management Consulting,bizservice,bizservice.marketing,635729,Private,B2B,Yes,26-Sep-23,0,0,,,,,Dallas,Texas,75235,United States,54,
N,357878860,2017,(415) 279-9960,,592897,$500 mil. - $1 bil.,46245,4446,32016,1639,1150,Employees.1000to4999,15.3,188.9,7389,7379,61;615;6153;73;738;7389;737;7374;7379;7372,541519,522320,52;522;5222;52221;522210;5223;52232;522320;54;541;5415;54151;541519;51;513;5132;51321;513210;518;5182;51821;518210,Finance,Credit Cards & Transaction Processing,Finance,Credit Cards & Transaction Processing,finance,finance.creditcards,41019,Private,B2B,Yes,19-Oct-22,1032000,725000,Series D,21-Oct-21,Greenoaks Capital Group;Tiger Global;Base10 Partners;IVP;Y Combinator;Lone Pine Capital;Valiant Wealth Management;Durable Capital Partners;TCV;Ribbit Capital;Madrone Capital Partners;DST Global Solutions;Baillie Gifford;GIC,DST Group;Lone Pine Capital LLC;Y Combinator Continuity;Y Combinator;Greenoaks Capital Group;Tiger Global;Base10 Partners;IVP;Y Combinator;Lone Pine Capital;Valiant Wealth Management;Durable Capital Partners;TCV;Ribbit Capital;Madrone Capital Partners;DST Global Solutions;Baillie Gifford;GIC;Barclays Investment Bank,San Francisco,California,94105,United States,10,
N,70616375,2016,(713) 227-0344,,1881640,$1 bil. - $5 bil.,112898,18816,47041,8976,6297,Employees.5000to9999,0,0,7381,738,73;738;7381,561613,541860,56;561;5616;56161;561613;54;541;5418;54186;541860,Business Services,Custom Software & IT Services,Business Services;Software,Custom Software & IT Services,bizservice,bizservice.techconsulting,1244332,Private,B2B,Yes,14-Apr-20,0,0,,,,,Houston,Texas,77042,United States,11,
N,73155980,2006,(800) 799-0600,,554318,$500 mil. - $1 bil.,44899,8314,20509,2138,1500,Employees.1000to4999,0,0,4899,4813,48;481;4813;489;4899,517810,517311,51;517;5171;51711;517112;5178;51781;517810;517111;5173;51731;517311,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,47540,Private,B2B,Yes,25-Sep-23,205000,200000,Unspecified,15-Sep-21,Goldman Sachs,Goldman Sachs;PPP,Scottsdale,Arizona,85256,United States,10,
N,99107150,1987,(949) 754-8000,,853046,$500 mil. - $1 bil.,111749,8530,31562,4989,3500,Employees.1000to4999,-3.4,24.5,7389,7379,73;737;7374;738;7389;7371;7379,518210,51821,51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,80972,Private,B2B,Yes,15-Sep-23,0,0,Private Equity,3-Feb-22,Clearlake Capital,Clearlake Capital,Aliso Viejo,California,92656,United States,15,
N,22646798,1935,(317) 808-4200,(714) 223-4100,814713,$500 mil. - $1 bil.,106727,8147,27700,7840,3000,Employees.1000to4999,7.4,7.4,8731,7389,38;382;3826;384;3841;73;738;7389;3829;87;873;8731,541990,541714,33;334;3345;33451;334516;339;3391;33911;339112;54;541;5419;54199;541990;5417;54171;541714,Manufacturing,Test & Measurement Equipment,Manufacturing;Business Services,Test & Measurement Equipment;Medical Devices & Equipment;Research & Development,mfg,mfg.testequipment,196445,Private,B2B,Yes,18-May-23,0,0,,,,,Indianapolis,Indiana,46268,United States,5,
N,52842148,1981,(800) 227-8862,,501371,$500 mil. - $1 bil.,65679,7520,18550,5227,2000,Employees.1000to4999,0,0,8071,3841,28;283;2835;38;384;3841;80;807;8071,339112,325413,32;325;3254;32541;325413;33;339;3391;33911;339112,Manufacturing,Medical Devices & Equipment,Manufacturing,Medical Devices & Equipment,mfg,mfg.medical,1184643,Private,B2B,Yes,15-Aug-23,0,0,,,,,Malvern,Pennsylvania,19355,United States,12,
N,69371375,2001,(918) 574-7000,(918) 573-6714,3200400,$1 bil. - $5 bil.,160020,32004,92811,3731,1655,Employees.1000to4999,4.9,5,4612,2911,29;291;2911;46;461;4612;13;138;1389,486110,324110,32;324;3241;32411;324110;48;486;4861;48611;486110;21;213;2131;21311;213112,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste;Manufacturing;Transportation",Oil & Gas Exploration & Services;Chemicals & Related Products;Freight & Logistics Services,energy,energy.services,1507985,Public,B2B,Yes,7-Aug-23,89715,9315,Stock Issuance/Offering,14-Dec-03,,,Tulsa,Oklahoma,74172,United States,16,Yes
N,45498944,1985,(913) 599-9225,(913) 495-5493,973569,$500 mil. - $1 bil.,75938,7301,39916,12033,4367,Employees.1000to4999,26.8,89.7,6411,6351,64;641;6411;63;631;6311;635;6351,524210,524126,52;524;5241;52411;524113;5242;52421;524210;52412;524126,Insurance,,Insurance,,insurance,,218366,Public,B2B,Yes,12-Sep-23,0,0,,,,,Overland Park,Kansas,66211,United States,9,
N,6523990,1962,(866) 278-5833,(901) 595-6300,619292,$500 mil. - $1 bil.,81127,6192,21055,7840,5500,Employees.5000to9999,0,0,8069,806,80;806;8069,622310,62231,62;622;6223;62231;622310,Hospitals & Physicians Clinics,Medical & Surgical Hospitals,Hospitals & Physicians Clinics,Medical & Surgical Hospitals,hospitals,hospitals.hospital,27938,Private,B2B,Yes,9-Sep-23,2500,2500,Unspecified,12-Dec-19,The Bobby Bones Show,The Bobby Bones Show,Memphis,Tennessee,38105,United States,27,
N,373014383,2011,(267) 282-0098,,315078,$250 mil. - $500 mil.,41275,3150,11657,2138,1500,Employees.1000to4999,0,6.8,7389,7379,73;736;7361;7363;737;7379;738;7389;7372,561320,561311,56;561;5613;56131;561311;56132;561320;51;518;5182;51821;518210;513;5132;51321;513210,Software,Human Resources Software,Software;Business Services,Human Resources Software;HR & Staffing,software,software.hr,477942,Private,B2B,Yes,2-Aug-23,54700,30000,Series C,16-Jan-20,WestBridge Capital;AllianceBernstein Private Credit Investors’ Growth Stage Capital Group,Sierra Ventures;Sigma Prime Ventures;WestBridge Capital;AllianceBernstein Private Credit Investors’ Growth Stage Capital Group;Sierra Ventures,Ambler,Pennsylvania,19002,United States,5,
N,10852424,1985,(215) 895-2000,(215) 895-2939,966020,$500 mil. - $1 bil.,57961,9660,32844,14255,10000,Employees.10000plus,0,0,8299,8221,82;829;8299;822;8221,813410,621111,81;813;8134;81341;813410;61;611;6113;61131;611310;6114;61143;611430;54;541;5413;54135;541350;6116;61169;611699;62;621;6211;62111;621111,Education,Colleges & Universities,Education,Colleges & Universities;Training,education,education.university,27114,Private,B2C,Yes,24-Aug-23,3000,3000,Debt,19-Sep-17,Lenfest Foundation,Lenfest Foundation,Philadelphia,Pennsylvania,19104,United States,53,
N,114671667,1989,+886 35783942,+49 2405 6909510,368293,$250 mil. - $500 mil.,29831,5524,13626,1941,1362,Employees.1000to4999,1.7,1.7,7375,4899,48;481;4813;489;4899;73;737;7375,517810,517410,51;517;5171;51711;517112;5174;51741;517410;517111;5178;51781;517810;5173;51731;517311,Telecommunications,Telephony & Wireless,Telecommunications,"Telephony & Wireless;Cable & Satellite;Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.telephone,79637,Private,B2B,Yes,26-Sep-23,763,763,Debt,23-Jan-21,PPP,PPP,Hsinchu,Northern Taiwan,30076,Taiwan,6,
N,198787086,2002,(206) 613-6600,+33 1 40 90 30 31,252100,$250 mil. - $500 mil.,33025,2521,9327,1710,1200,Employees.1000to4999,0,0,7389,7379,73;737;7372;7379;738;7389;7373,541519,541512,51;513;5132;51321;513210;54;541;5415;54151;541519;518;5182;51821;518210;541512;541511,Software,Security Software,Software,Security Software,software,software.security,60998,Private,B2B,Yes,21-Sep-23,0,0,,,,,Seattle,Washington,98104,United States,10,
N,65586152,1978,(281) 765-7100,(281) 765-7175,2647592,$1 bil. - $5 bil.,132379,26475,76780,17910,6500,Employees.5000to9999,0,-1.3,2819,1389,13;138;1381;28;281;2819;131;1311;132;1321;1389;1382,237120,213112,21;211;2111;21113;211130;213;2131;21311;213111;213112;21112;211120;23;237;2371;23712;237120,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,energy.services,2216839,Public,B2B,Yes,13-Sep-23,0,0,,,,,Houston,Texas,77064,United States,21,
N,41713677,2005,(212) 624-3700,,636522,$500 mil. - $1 bil.,83384,6365,21641,2939,2062,Employees.1000to4999,25.3,30.9,7374,2741,27;274;2741;73;737;7374,518210,513199,51;517;5171;51711;518;5182;51821;518210;513;5131;51319;513199,Media & Internet,Data Collection & Internet Portals,Media & Internet;Software,Data Collection & Internet Portals;Mobile App Development;Publishing,media,media.data,697,Private,B2B,Yes,24-Sep-23,0,0,,,,,New York City,New York,10014,United States,18,
N,566127931,1995,(781) 707-2411,,3208760,$1 bil. - $5 bil.,413930,32087,89845,3430,2000,Employees.1000to4999,0,0,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Media & Internet,Social Networks,Media & Internet,Social Networks,media,media.social,1621,Private,B2B,Yes,11-Sep-23,0,0,,,,,Dallas,Texas,75225,United States,2,
N,370875193,2003,(866) 577-2461,,614815,$500 mil. - $1 bil.,,,,3901,2737,Employees.1000to4999,1.1,14.7,7389,738,73;738;7389,561422,561421,56;561;5614;56142;561421;561422,Business Services,,Business Services,Call Centers & Business Centers,bizservice,,3619774,Private,B2B,Yes,17-Aug-23,0,0,,,,,Iowa City,Iowa,52240,United States,14,
N,9224425,1919,(972) 668-8800,(972) 668-8812,3628057,$1 bil. - $5 bil.,181402,36280,105213,719,244,Employees.100to249,4.7,16.2,4925,4924,49;492;4925;4924,221210,22121,22;221;2212;22121;221210,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,3276008,Public,B2B,Yes,28-Feb-23,26,26,Debt,6-Feb-21,PPP,PPP,Frisco,Texas,75034,United States,7,
N,66864182,2008,(904) 646-0199,,1934028,$1 bil. - $5 bil.,150854,14505,79295,3222,2000,Employees.1000to4999,0,0,6411,6324,63;632;6321;6324;64;641;6411,525190,52519,52;525;5251;52519;525190,Insurance,,Insurance,,insurance,,571600,Private,B2B,Yes,19-Sep-23,20000,20000,Other Financing Round,24-May-10,Norwest Mezzanine Partners,Norwest Mezzanine Partners,Jacksonville,Florida,32207,United States,19,
N,12963767,1983,(801) 705-7000,(801) 705-7010,1000000,$1 bil. - $5 bil.,129000,10000,28000,1995,1400,Employees.1000to4999,0,0,7374,2741,73;737;7374;27;274;2741,519130,518210,51;518;5182;51821;518210;519;5191;51913;519130,Media & Internet,Data Collection & Internet Portals,Media & Internet,Data Collection & Internet Portals,media,media.data,386,Private,B2B,Yes,21-Sep-23,4633199,1600000,Debt,24-Nov-20,Barclays;Credit Suisse;Bank of America;Blackstone;Morgan Stanley;JPMorgan,Barclays;Credit Suisse;Bank of America;Blackstone;Morgan Stanley;JPMorgan;@Ventures;AOL Inc.;Compaq Computer Corporation;Pivotal Group;Spectrum Equity Investors;Tim Sullivan;Spectrum Equity;Silver Lake Partners;Permira Funds;GIC;Howard Hochhauser,Lehi,Utah,84043,United States,6,
N,14058863,1953,,,1360183,$1 bil. - $5 bil.,104734,13601,63928,5702,1518,Employees.1000to4999,0,0,8743,8742,87;874;8743;73;731;7311;738;7389;733;7336;8742;7319,541890,541840,54;541;5418;54182;541820;54189;541890;5414;54143;541430;54184;541840;5416;54161;541618;541613,Business Services,Advertising & Marketing,Business Services,Advertising & Marketing;Management Consulting;Multimedia & Graphic Design,bizservice,bizservice.marketing,1123884,Private,B2B,Yes,3-Oct-23,0,0,,,,,New York City,New York,10010,United States,71,
N,31038037,1942,(210) 353-2000,,2675000,$1 bil. - $5 bil.,200625,26750,50825,4276,3000,Employees.1000to4999,9,9,4939,4931,49;493;4931;4939;491;4911,221122,221121,22;221;2211;22111;221118;22112;221121;221122,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,45305,Private,B2B,Yes,8-Sep-23,15000,15000,Private Equity,29-Jan-17,,,San Antonio,Texas,78215,United States,18,
N,28660897,1920,(517) 789-4400,,2258656,$1 bil. - $5 bil.,275556,22586,45173,13993,5354,Employees.5000to9999,32.6,17.1,2099,2053,20;209;2099;205;2051;2053;204;2045,311824,311813,31;311;3118;31181;311813;311812;31182;311824,Manufacturing,Food & Beverage,Manufacturing,Food & Beverage,mfg,mfg.food,366552,Private,B2B,Yes,21-Sep-23,0,0,,,,,Jackson,Michigan,49201,United States,27,
N,9176985,2001,(310) 586-5180,(310) 586-4060,240205,$100 mil. - $250 mil.,19456,3603,8887,1135,650,Employees.500to999,8.9,3.5,4899,4841,48;481;4812;4813;489;4899;484;4841,517312,517112,51;517;5171;51711;517112;517111;5173;51731;517312,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,289335,Private,B2B,Yes,14-Aug-23,217965,50000,Debt,26-Nov-14,Bank of America Merrill Lynch;Silicon Valley Bank,Credit Suisse;Deutsche Bank;New Enterprise Associates;Sprint eWireless;The Dayton Family Trust of 1999;Bank of America Merrill Lynch;Silicon Valley Bank;Mitsui & Co. Venture Partners;Mitsui & Co.;Red Rock Ventures;Mitsui Corporate Development Funds;Steelpoint Capital Partners;Auston Beutner;Mitsui & Co. Venture Partners;Sternhill Partners;Sky Dayton;David Hagan;John Sidgmore;Peter Hovenier;Stewart Alsop;New Enterprise Associates;eCompanies Wireless;Peter Barris;Masami Kawahara;Amy Bersch,Los Angeles,California,90024,United States,15,
N,9440138,1876,(616) 453-4451,+61 3 9237 2555,678928,$500 mil. - $1 bil.,54993,10183,25120,6533,2500,Employees.1000to4999,3,0.2,3639,3635,36;363;3639;3635;28;284;2841,335210,325611,33;335;3352;33521;335210;32;325;3256;32561;325611,Manufacturing,Appliances,Manufacturing,Appliances;Cleaning Products,mfg,mfg.appliances,28875,Private,B2B,Yes,17-Oct-22,0,0,,,,,Grand Rapids,Michigan,49544,United States,12,
N,8913585,1890,(563) 383-2100,(563) 323-9609,763818,$500 mil. - $1 bil.,98532,7638,21386,8064,3577,Employees.1000to4999,364.5,132.3,7383,2711,73;738;7383;27;271;2711,516210,513110,51;516;5162;51621;516210;513;5131;51311;513110;511;5111;51111;511110,Media & Internet,Newspapers & News Services,Media & Internet,Newspapers & News Services,media,media.news,106309,Public,B2B,Yes,25-Sep-23,0,0,,,,,Davenport,Iowa,52807,United States,19,
N,856332,1924,(630) 990-6600,,8594200,Over $5 bil.,696130,128913,317985,7958,5583,Employees.5000to9999,0,0,5251,5072,52;525;5251;50;507;5072,444140,444130,44;444;4441;44414;444140;44413;444130,Retail,Home Improvement & Hardware Retail,Retail,Home Improvement & Hardware Retail,retail,retail.hardware,2614,Private,B2B,Yes,21-Sep-23,0,0,,,,,Oak Brook,Illinois,60523,United States,64,Yes
N,426275,1986,(888) 922-8729,,609996,$500 mil. - $1 bil.,49409,9149,22569,4021,2821,Employees.1000to4999,26.5,150.1,5511,551,55;551;5511,441110,44111,44;441;4411;44111;441110,Retail,Automobile Dealers,Retail,Automobile Dealers,retail,retail.auto,20824,Private,B2B,Yes,22-Sep-23,0,0,,,,,Torrance,California,90501,United States,44,
N,355769787,2012,,,168042,$100 mil. - $250 mil.,13107,1260,9074,1565,800,Employees.500to999,7.2,12,7389,7374,73;738;7389;737;7372;7374;60;609;6099,522320,518210,52;522;5223;52232;522320;51;513;5132;51321;513210;518;5182;51821;518210,Software,Financial Software,Software;Finance,Financial Software;Credit Cards & Transaction Processing,software,software.finance,176335,Private,B2B,Yes,24-Aug-23,296000,200000,Series C,20-Dec-19,Tetragon;SBI Holdings;Route 66 Ventures,CME Group;SBI Holdings;Santander InnoVentures;Standard Chartered;Seagate Technology;Accenture;SCB Digital Ventures;Santander InnoVentures;IDG Capital Partners;Google Ventures;Venture51;Camp One Ventures;Core Innovation Capital;Bitcoin Opportunity Fund;Andreessen Horowitz;Vast Ventures;Lightspeed Venture Partners;FF Angel IV;CME Group;Wicklow Capital;AME Cloud Ventures;ChinaRock Capital Management;IDG Capital Partners;Seagate Technology;China Growth Capital;Tetragon;SBI Holdings;Route 66 Ventures,San Francisco,California,94104,United States,26,
N,33411309,1964,,(281) 492-5316,962921,$500 mil. - $1 bil.,48146,9629,27924,3658,2100,Employees.1000to4999,0,-0.9,1389,1382,13;138;1389;1381;1382,237120,213112,23;237;2371;23712;237120;21;213;2131;21311;213111;213112,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,energy.services,1628556,Private,B2B,Yes,29-Sep-23,0,0,,,,,Houston,Texas,77094,United States,6,
N,371449923,1999,(281) 203-5300,(281) 203-5303,1933342,$1 bil. - $5 bil.,145000,19333,36733,3563,2500,Employees.1000to4999,17.5,27.3,4939,4911,49;493;4939;491;4911,221122,221118,22;221;2211;22111;221118;221111;22112;221122;221112,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste;Holding Companies & Conglomerates","Electricity, Oil & Gas",energy,energy.energy,2536765,Private,B2B,Yes,17-Aug-23,963000,788000,Debt,2-Dec-21,GoldenTree Asset Management;Silver Point Finance,GoldenTree Asset Management;Silver Point Finance;Orion Energy Partners,The Woodlands,Texas,77380,United States,17,
N,55953757,2000,(866) 588-5885,,281997,$250 mil. - $500 mil.,36941,2819,10433,1349,878,Employees.500to999,0,0,7389,7379,73;737;7374;7371;738;7389;7379;48;489;4899,541511,518210,51;518;5182;51821;518210;54;541;5415;54151;541511,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,1549213,Private,B2B,Yes,22-Aug-23,103903,33000,Series C,23-Feb-06,Meritage Funds;WestAM;Centennial Ventures,Centennial Ventures;Comerica;West Asset Management;Centennial Ventures;Meritage Funds;WestAM;Centennial Ventures;Meritage Funds;Centennial Ventures,Plano,Texas,75093,United States,11,Yes
N,116999038,1993,(281) 286-6565,+1 281 286 6767,46637,$25 mil. - $50 mil.,6109,466,1725,1813,1272,Employees.1000to4999,0,0,7382,7379,73;737;7379;7372;738;7382,561621,518210,51;513;5132;51321;513210;518;5182;51821;518210;56;561;5616;56162;561621,Software,Security Software,Software;Business Services,Security Software;Security Products & Services,software,software.security,3390839,Private,B2B,Yes,3-Jan-23,42000,2000,Debt,10-Apr-20,PPP,"Tinicum, L.P;PPP",Houston,Texas,77059,United States,9,
N,48466099,1955,(800) 441-4953,(319) 626-3311,607284,$500 mil. - $1 bil.,36437,6072,15182,8282,3180,Employees.1000to4999,9.1,9.2,4731,4213,42;421;4213;47;473;4731,488510,484121,48;484;4841;48412;484121;488;4885;48851;488510,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,1193060,Public,B2B,Yes,24-Jul-23,550000,550000,Debt,22-Aug-22,,,North Liberty,Iowa,52317,United States,14,
